Tenure_Years,Total_Amount,total_renewal_score_new,sustainability_score,anchoring_score,Current_Anchorings,Call_Direction,Renewal_Impact_Due_to_Price_Increase,Band,prospect_outcome,score_per_tenure,is_low_tenure,score_category,label,churn_probability,prediction
6,1159.0,45.0,9.5,9.0,2,Outbound,No,Band D,0,6.428571428571429,0,Medium,0,0.019207526,0
21,1159.0,45.0,9.5,9.0,2,Outbound,No,Band D,0,2.0454545454545454,0,Medium,0,0.0004977811,0
13,1159.0,45.5,9.5,9.5,6,OUT_BOUND,No,Band D,0,3.25,0,Medium,0,0.029983483,0
11,1159.0,43.5,9.5,7.5,0,Inbound,No,Band D,0,3.625,0,Medium,0,0.0110986,0
3,1159.0,40.0,8.0,7.5,0,OUT_BOUND,No,Band D,0,10.0,1,Medium,0,0.23498207,0
13,1159.0,44.0,8.0,9.5,7,Outbound,No,Band D,0,3.142857142857143,0,Medium,0,0.01942622,0
15,1159.0,45.0,9.0,9.5,10,Inbound,No,Band D,0,2.8125,0,Medium,0,0.0029726136,0
14,1159.0,35.0,8.0,9.5,9,Outbound,No,Band D,0,2.3333333333333335,0,Medium,0,0.37426266,0
21,1159.0,46.5,9.5,9.5,4,Outbound,No,Band D,0,2.1136363636363638,0,Medium,0,0.001321877,0
15,1159.0,46.5,9.5,9.5,8,Outbound,No,Band D,0,2.90625,0,Medium,0,0.008071202,0
14,1159.0,44.5,8.0,9.0,2,Outbound,No,Band D,0,2.966666666666667,0,Medium,0,0.029256878,0
13,1159.0,45.0,9.0,9.5,6,OUT_BOUND,No,Band D,0,3.2142857142857144,0,Medium,0,0.0074371817,0
9,1159.0,45.0,9.5,9.0,2,OUT_BOUND,No,Band D,0,4.5,0,Medium,0,0.031559937,0
19,1159.0,45.5,9.5,9.5,6,OUT_BOUND,No,Band D,0,2.275,0,Medium,0,0.0020446894,0
8,1159.0,46.5,9.5,9.5,5,OUT_BOUND,No,Band D,1,5.166666666666667,0,Medium,1,0.43695036,0
9,1159.0,46.0,9.5,9.0,2,IN_BOUND,No,Band D,0,4.6,0,Medium,0,0.078803696,0
3,1159.0,41.5,8.0,9.0,2,OUT_BOUND,No,Band D,0,10.375,1,Medium,0,0.1498216,0
4,1159.0,43.5,8.0,9.5,12,Inbound,No,Band D,0,8.7,0,Medium,0,0.039265458,0
6,1159.0,44.0,8.0,9.5,3,IN_BOUND,No,Band D,0,6.285714285714286,0,Medium,0,0.042426616,0
15,1159.0,44.0,8.0,9.5,3,Outbound,No,Band D,0,2.75,0,Medium,0,0.038642824,0
21,1159.0,34.5,8.0,9.0,2,Outbound,No,Band D,0,1.5681818181818181,0,Medium,0,0.33144805,0
6,1159.0,45.0,9.0,8.5,1,Outbound,No,Band D,0,6.428571428571429,0,Medium,0,0.014725452,0
3,1159.0,43.0,8.0,8.5,1,OUT_BOUND,No,Band D,0,10.75,1,Medium,0,0.09640869,0
7,1159.0,44.5,9.0,9.0,2,OUT_BOUND,No,Band D,0,5.5625,0,Medium,0,0.026172519,0
3,1159.0,43.0,8.0,8.5,1,OUT_BOUND,No,Band D,0,10.75,1,Medium,0,0.09640869,0
9,1159.0,35.0,8.0,9.5,12,Inbound,Yes,Band D,0,3.5,0,Medium,0,0.72091335,1
4,1159.0,42.5,9.0,8.5,1,Outbound,No,Band D,0,8.5,0,Medium,0,0.17601591,0
4,1159.0,44.0,9.5,9.5,3,Outbound,No,Band D,0,8.8,0,Medium,0,0.06848874,0
6,1159.0,45.5,9.5,8.5,1,Outbound,No,Band D,0,6.5,0,Medium,0,0.018900849,0
6,1159.0,44.5,9.5,8.5,1,Outbound,No,Band D,0,6.357142857142857,0,Medium,0,0.035348535,0
4,1159.0,45.5,9.0,9.5,4,Inbound,No,Band D,1,9.1,0,Medium,1,0.021463815,0
4,1279.0,44.0,9.5,8.5,1,OUT_BOUND,No,Band D,1,8.8,0,Medium,1,0.23841216,0
1,1279.0,42.5,8.0,8.5,1,IN_BOUND,No,Band D,0,21.25,1,Medium,0,0.14553814,0
2,1279.0,45.5,9.5,9.5,3,OUT_BOUND,No,Band D,0,15.166666666666666,1,Medium,0,0.04316551,0
4,1279.0,45.5,9.5,9.0,2,Inbound,No,Band D,0,9.1,0,Medium,0,0.008206161,0
2,1279.0,45.5,9.5,9.5,3,Outbound,No,Band D,0,15.166666666666666,1,Medium,0,0.024440866,0
5,1279.0,46.0,9.5,9.5,8,Outbound,No,Band D,0,7.666666666666667,0,Medium,0,0.014457557,0
11,1279.0,43.0,8.0,9.5,6,Outbound,No,Band D,0,3.5833333333333335,0,Medium,0,0.00888424,0
13,1279.0,45.0,8.0,9.5,3,Outbound,No,Band D,0,3.2142857142857144,0,Medium,0,0.026233971,0
11,1279.0,46.5,9.5,9.5,8,Outbound,No,Band D,0,3.875,0,Medium,0,0.0035771572,0
16,1279.0,45.0,9.0,9.5,7,IN_BOUND,No,Band D,0,2.6470588235294117,0,Medium,0,0.023286326,0
11,1279.0,45.0,8.0,9.5,3,OUT_BOUND,No,Band D,0,3.75,0,Medium,0,0.013566819,0
4,1279.0,46.0,9.5,9.5,8,OUT_BOUND,No,Band D,0,9.2,0,Medium,0,0.020778064,0
6,1279.0,45.5,9.5,9.5,3,OUT_BOUND,No,Band D,0,6.5,0,Medium,0,0.09033733,0
12,1279.0,44.0,8.0,9.5,17,OUT_BOUND,No,Band D,0,3.3846153846153846,0,Medium,0,0.02545409,0
15,1279.0,44.0,8.0,9.5,6,OUT_BOUND,No,Band D,0,2.75,0,Medium,0,0.07664699,0
4,1279.0,43.5,8.0,8.5,1,Outbound,No,Band D,0,8.7,0,Medium,0,0.12583522,0
1,1279.0,39.5,8.0,8.5,1,Outbound,No,Band D,0,19.75,1,Medium,0,0.12938914,0
1,1279.0,45.0,9.5,9.5,3,IN_BOUND,No,Band D,0,22.5,1,Medium,0,0.045471095,0
12,1279.0,45.5,9.5,9.5,6,OUT_BOUND,No,Band D,0,3.5,0,Medium,0,0.01172177,0
6,1279.0,43.0,8.0,8.5,1,OUT_BOUND,No,Band D,0,6.142857142857143,0,Medium,0,0.22041562,0
1,1279.0,43.5,9.5,8.5,1,Outbound,No,Band D,0,21.75,1,Medium,0,0.2501599,0
7,1279.0,45.0,8.0,9.5,6,Inbound,No,Band D,0,5.625,0,Medium,0,0.01887047,0
5,1279.0,43.5,8.0,9.0,2,Outbound,No,Band D,0,7.25,0,Medium,0,0.06095494,0
14,1279.0,45.0,8.0,9.5,3,Outbound,No,Band D,0,3.0,0,Medium,0,0.03782356,0
6,1279.0,44.0,9.0,8.5,1,IN_BOUND,No,Band D,1,6.285714285714286,0,Medium,1,0.1632356,0
5,1279.0,43.5,8.0,9.5,3,OUT_BOUND,No,Band D,0,7.25,0,Medium,0,0.0968087,0
2,1279.0,44.0,9.5,9.0,2,IN_BOUND,No,Band D,0,14.666666666666666,1,Medium,0,0.031574797,0
5,1279.0,43.5,8.0,8.5,1,IN_BOUND,No,Band D,0,7.25,0,Medium,0,0.17657925,0
1,1279.0,43.5,9.0,8.5,1,OUT_BOUND,No,Band D,0,21.75,1,Medium,0,0.14636172,0
1,1279.0,42.5,8.0,8.5,1,OUT_BOUND,No,Band D,0,21.25,1,Medium,0,0.19080584,0
1,1279.0,42.5,8.0,9.5,3,OUT_BOUND,No,Band D,0,21.25,1,Medium,0,0.19482109,0
1,1279.0,42.0,9.0,9.0,2,IN_BOUND,No,Band D,0,21.0,1,Medium,0,0.05993589,0
1,1279.0,43.5,8.0,9.5,3,OUT_BOUND,No,Band D,0,21.75,1,Medium,0,0.16288817,0
1,1279.0,45.0,9.5,9.5,3,OUT_BOUND,No,Band D,0,22.5,1,Medium,0,0.062544115,0
1,1279.0,44.0,9.0,9.0,2,IN_BOUND,No,Band D,0,22.0,1,Medium,0,0.18654495,0
11,1279.0,45.5,9.5,8.5,1,Outbound,No,Band D,0,3.7916666666666665,0,Medium,0,0.030257463,0
9,1279.0,45.0,9.0,9.5,3,Outbound,No,Band D,0,4.5,0,Medium,0,0.040088065,0
3,1279.0,45.0,9.5,9.5,3,Outbound,No,Band D,0,11.25,1,Medium,0,0.020606538,0
7,1279.0,46.0,9.0,9.5,11,Outbound,No,Band D,0,5.75,0,Medium,0,0.0017562372,0
10,1279.0,45.0,8.0,9.5,5,Inbound,No,Band D,0,4.090909090909091,0,Medium,0,0.013013813,0
11,1279.0,46.0,9.0,9.5,7,Inbound,No,Band D,0,3.8333333333333335,0,Medium,0,0.0013580667,0
17,1279.0,45.5,9.5,9.5,7,Outbound,No,Band D,0,2.5277777777777777,0,Medium,0,0.017240072,0
0,1279.0,44.5,9.0,9.5,3,Outbound,No,Band D,0,44.5,1,Medium,0,0.056424715,0
4,1279.0,43.5,8.0,9.5,11,Inbound,No,Band D,0,8.7,0,Medium,0,0.012817539,0
3,1279.0,43.0,8.0,9.5,4,IN_BOUND,No,Band D,0,10.75,1,Medium,0,0.085492894,0
4,1279.0,44.5,8.0,9.5,11,OUT_BOUND,No,Band D,0,8.9,0,Medium,0,0.0034074164,0
7,1279.0,43.5,8.0,9.0,2,IN_BOUND,No,Band D,0,5.4375,0,Medium,0,0.05680353,0
14,1279.0,46.5,9.5,9.5,4,OUT_BOUND,No,Band D,0,3.1,0,Medium,0,0.04822764,0
22,1279.0,45.5,9.5,9.5,10,IN_BOUND,No,Band D,0,1.9782608695652173,0,Medium,0,0.000588698,0
13,1279.0,46.5,9.5,9.5,3,OUT_BOUND,No,Band D,0,3.3214285714285716,0,Medium,0,0.03721221,0
8,1279.0,46.0,9.0,9.5,3,IN_BOUND,No,Band D,0,5.111111111111111,0,Medium,0,0.028864112,0
9,1279.0,45.0,8.0,9.5,6,OUT_BOUND,No,Band D,0,4.5,0,Medium,0,0.019977393,0
9,1279.0,46.5,9.5,9.5,4,IN_BOUND,No,Band D,0,4.65,0,Medium,0,0.0485781,0
17,1279.0,44.5,9.5,8.5,1,IN_BOUND,No,Band D,0,2.4722222222222223,0,Medium,0,0.040069673,0
7,1279.0,43.0,8.0,8.5,1,IN_BOUND,No,Band D,0,5.375,0,Medium,0,0.094129145,0
7,1279.0,44.0,8.0,9.5,4,IN_BOUND,No,Band D,0,5.5,0,Medium,0,0.07122783,0
2,1279.0,44.0,8.0,9.5,3,OUT_BOUND,No,Band D,0,14.666666666666666,1,Medium,0,0.07257296,0
3,1279.0,45.5,9.5,9.5,3,IN_BOUND,No,Band D,0,11.375,1,Medium,0,0.034841787,0
22,1279.0,42.5,8.0,9.0,2,OUT_BOUND,No,Band D,0,1.8478260869565217,0,Medium,0,0.078495115,0
12,1279.0,45.5,9.0,9.0,2,OUT_BOUND,No,Band D,0,3.5,0,Medium,0,0.006709171,0
16,1279.0,45.0,9.5,9.0,2,OUT_BOUND,No,Band D,0,2.6470588235294117,0,Medium,0,0.08635246,0
3,919.0,42.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,10.5,1,Medium,1,0.15648505,0
3,919.0,41.0,8.0,8.5,1,OUT_BOUND,No,Band C1,0,10.25,1,Medium,0,0.17363188,0
10,919.0,44.0,8.0,8.5,1,OUT_BOUND,No,Band C1,1,4.0,0,Medium,1,0.23346494,0
14,919.0,44.5,9.5,8.5,1,OUT_BOUND,No,Band C1,0,2.966666666666667,0,Medium,0,0.069912985,0
8,919.0,43.0,8.0,8.5,1,OUT_BOUND,No,Band C1,0,4.777777777777778,0,Medium,0,0.1438401,0
22,919.0,44.5,9.5,8.5,1,OUT_BOUND,No,Band C1,0,1.934782608695652,0,Medium,0,0.010988772,0
2,919.0,45.0,9.0,9.5,3,OUT_BOUND,No,Band C1,0,15.0,1,Medium,0,0.060494788,0
2,919.0,45.5,9.5,9.5,3,IN_BOUND,No,Band C1,0,15.166666666666666,1,Medium,0,0.04669844,0
11,919.0,45.5,9.5,9.5,7,OUT_BOUND,No,Band C1,0,3.7916666666666665,0,Medium,0,0.014784171,0
8,919.0,45.5,9.5,9.5,8,OUT_BOUND,No,Band C1,0,5.055555555555555,0,Medium,0,0.046400174,0
7,919.0,45.5,9.5,9.5,5,OUT_BOUND,No,Band C1,0,5.6875,0,Medium,0,0.13712853,0
12,919.0,45.5,9.5,9.5,6,OUT_BOUND,No,Band C1,0,3.5,0,Medium,0,0.047631655,0
15,919.0,44.0,8.0,9.5,4,OUT_BOUND,No,Band C1,0,2.75,0,Medium,0,0.0821535,0
22,919.0,46.5,9.5,9.5,4,IN_BOUND,No,Band C1,0,2.0217391304347827,0,Medium,0,0.007500777,0
7,919.0,43.5,8.0,9.0,2,OUT_BOUND,No,Band C1,0,5.4375,0,Medium,0,0.10423221,0
13,919.0,44.5,8.0,9.0,2,OUT_BOUND,No,Band C1,0,3.1785714285714284,0,Medium,0,0.05953095,0
8,919.0,45.5,9.5,9.5,3,Inbound,No,Band C1,0,5.055555555555555,0,Medium,0,0.015727296,0
19,919.0,44.5,9.5,9.5,7,Inbound,No,Band C1,0,2.225,0,Medium,0,0.012909137,0
13,919.0,45.0,9.5,9.0,2,Outbound,No,Band C1,0,3.2142857142857144,0,Medium,0,0.03260314,0
9,919.0,44.5,9.5,8.5,1,Outbound,No,Band C1,0,4.45,0,Medium,0,0.101714134,0
3,919.0,44.5,8.0,9.5,3,Outbound,No,Band C1,0,11.125,1,Medium,0,0.03002075,0
3,919.0,44.0,8.0,9.0,2,Outbound,No,Band C1,0,11.0,1,Medium,0,0.025072316,0
1,919.0,43.0,8.0,8.5,1,Outbound,No,Band C1,0,21.5,1,Medium,0,0.0786731,0
14,919.0,43.0,8.0,9.5,3,IN_BOUND,No,Band C1,0,2.8666666666666667,0,Medium,0,0.13125461,0
7,919.0,45.5,9.5,9.5,8,OUT_BOUND,No,Band C1,0,5.6875,0,Medium,0,0.036875267,0
2,919.0,44.0,9.0,8.5,1,OUT_BOUND,No,Band C1,1,14.666666666666666,1,Medium,1,0.13634329,0
3,919.0,40.5,8.0,9.0,2,IN_BOUND,No,Band C1,0,10.125,1,Medium,0,0.084725305,0
2,919.0,43.5,8.0,9.0,2,OUT_BOUND,No,Band C1,0,14.5,1,Medium,0,0.06854553,0
9,919.0,44.5,8.0,9.0,2,OUT_BOUND,No,Band C1,0,4.45,0,Medium,0,0.13022186,0
16,919.0,42.0,8.0,7.5,0,OUT_BOUND,No,Band C1,0,2.4705882352941178,0,Medium,0,0.221933,0
4,919.0,42.5,8.0,8.5,1,OUT_BOUND,No,Band C1,0,8.5,0,Medium,0,0.13524204,0
2,919.0,44.5,9.5,8.5,1,OUT_BOUND,No,Band C1,0,14.833333333333334,1,Medium,0,0.0828295,0
2,919.0,44.5,9.5,8.5,1,OUT_BOUND,No,Band C1,0,14.833333333333334,1,Medium,0,0.0828295,0
1,919.0,40.5,8.0,8.5,1,OUT_BOUND,No,Band C1,1,20.25,1,Medium,1,0.33644167,0
1,919.0,41.5,9.0,8.5,1,OUT_BOUND,No,Band C1,0,20.75,1,Medium,0,0.33988312,0
1,919.0,44.0,9.5,8.5,1,IN_BOUND,No,Band C1,0,22.0,1,Medium,0,0.08036307,0
1,919.0,39.5,8.0,8.5,1,OUT_BOUND,No,Band C1,0,19.75,1,Medium,0,0.24801464,0
1,919.0,44.0,9.5,8.5,1,OUT_BOUND,No,Band C1,0,22.0,1,Medium,0,0.08500919,0
1,919.0,42.5,8.0,8.5,1,IN_BOUND,No,Band C1,0,21.25,1,Medium,0,0.09716209,0
1,919.0,43.0,8.0,9.0,2,IN_BOUND,No,Band C1,0,21.5,1,Medium,0,0.08347438,0
1,919.0,43.5,9.5,9.0,2,OUT_BOUND,No,Band C1,1,21.75,1,Medium,1,0.12293384,0
1,919.0,44.5,9.5,9.0,2,OUT_BOUND,No,Band C1,0,22.25,1,Medium,0,0.047285777,0
1,919.0,33.0,9.0,7.5,0,OUT_BOUND,No,Band C1,1,16.5,1,Medium,1,0.9733724,1
1,919.0,41.5,8.0,8.5,1,OUT_BOUND,No,Band C1,0,20.75,1,Medium,0,0.27500045,0
1,919.0,44.5,9.5,9.0,2,IN_BOUND,No,Band C1,0,22.25,1,Medium,0,0.043091014,0
3,919.0,45.0,9.5,9.0,2,OUT_BOUND,No,Band C1,0,11.25,1,Medium,0,0.041566476,0
2,919.0,44.5,9.5,8.5,1,IN_BOUND,No,Band C1,0,14.833333333333334,1,Medium,0,0.051659282,0
2,919.0,44.5,9.5,8.5,1,OUT_BOUND,No,Band C1,0,14.833333333333334,1,Medium,0,0.0828295,0
2,919.0,41.5,8.0,9.0,2,IN_BOUND,No,Band C1,0,13.833333333333334,1,Medium,0,0.1054773,0
5,919.0,45.0,9.5,9.5,3,IN_BOUND,No,Band C1,0,7.5,0,Medium,0,0.0454064,0
2,919.0,44.0,9.5,9.0,2,OUT_BOUND,No,Band C1,0,14.666666666666666,1,Medium,0,0.115916446,0
3,919.0,44.5,9.5,9.5,3,OUT_BOUND,No,Band C1,0,11.125,1,Medium,0,0.038060337,0
5,919.0,45.5,9.0,9.5,3,OUT_BOUND,No,Band C1,0,7.583333333333333,0,Medium,0,0.05763949,0
3,919.0,42.0,8.0,8.5,1,OUT_BOUND,No,Band C1,0,10.5,1,Medium,0,0.15648505,0
3,919.0,44.5,9.5,9.5,6,IN_BOUND,No,Band C1,0,11.125,1,Medium,0,0.025905946,0
5,919.0,46.0,9.5,9.5,5,IN_BOUND,No,Band C1,0,7.666666666666667,0,Medium,0,0.071150415,0
14,919.0,46.5,9.5,9.5,3,IN_BOUND,No,Band C1,0,3.1,0,Medium,0,0.030560754,0
1,919.0,42.5,9.0,9.5,3,IN_BOUND,No,Band C1,0,21.25,1,Medium,0,0.13418344,0
4,919.0,43.5,8.0,8.5,1,IN_BOUND,No,Band C1,0,8.7,0,Medium,0,0.067788124,0
1,919.0,42.0,8.0,7.5,0,Inbound,No,Band C1,0,21.0,1,Medium,0,0.023378145,0
3,919.0,42.0,8.0,8.5,1,OUT_BOUND,No,Band C1,0,10.5,1,Medium,0,0.15648505,0
2,919.0,43.0,8.0,8.5,1,Inbound,No,Band C1,0,14.333333333333334,1,Medium,0,0.03780617,0
5,919.0,44.0,8.0,8.5,1,Inbound,No,Band C1,0,7.333333333333333,0,Medium,0,0.011465451,0
5,919.0,40.5,8.0,8.5,1,OUT_BOUND,No,Band C1,0,6.75,0,Medium,0,0.22840226,0
8,919.0,45.5,9.5,9.5,11,Outbound,No,Band C1,0,5.055555555555555,0,Medium,0,0.034933265,0
3,919.0,44.0,8.0,9.5,4,Outbound,No,Band C1,0,11.0,1,Medium,0,0.034093995,0
4,919.0,43.5,8.0,9.5,6,Inbound,No,Band C1,0,8.7,0,Medium,0,0.031111905,0
6,919.0,46.0,9.5,9.0,2,IN_BOUND,No,Band C1,0,6.571428571428571,0,Medium,0,0.054769974,0
10,919.0,43.5,8.0,9.0,2,Outbound,No,Band C1,0,3.9545454545454546,0,Medium,0,0.116586946,0
3,919.0,41.0,8.0,9.5,5,IN_BOUND,No,Band C1,0,10.25,1,Medium,0,0.13105474,0
8,919.0,45.5,9.5,8.5,1,Inbound,No,Band C1,0,5.055555555555555,0,Medium,0,0.014458605,0
3,919.0,43.0,9.0,8.5,1,Outbound,UnKnown,Band C1,0,10.75,1,Medium,0,0.10556225,0
20,919.0,46.5,9.5,9.5,6,OUT_BOUND,No,Band C1,0,2.2142857142857144,0,Medium,0,0.008203759,0
2,919.0,43.5,8.0,9.0,2,Outbound,No,Band C1,0,14.5,1,Medium,0,0.054850128,0
1,919.0,43.5,9.5,9.0,2,OUT_BOUND,No,Band C1,1,21.75,1,Medium,1,0.12293384,0
8,919.0,44.5,9.0,9.0,2,OUT_BOUND,No,Band C1,0,4.944444444444445,0,Medium,0,0.06672202,0
2,919.0,44.0,8.0,9.5,3,IN_BOUND,No,Band C1,0,14.666666666666666,1,Medium,0,0.042351436,0
4,919.0,43.5,8.0,8.5,1,OUT_BOUND,No,Band C1,0,8.7,0,Medium,0,0.07847243,0
5,919.0,43.0,8.0,9.0,2,OUT_BOUND,No,Band C1,0,7.166666666666667,0,Medium,0,0.14013095,0
5,1069.0,41.5,8.0,7.5,0,IN_BOUND,No,Band C2,0,6.916666666666667,0,Medium,0,0.16010934,0
1,1069.0,41.5,8.0,8.5,1,OUT_BOUND,No,Band C2,0,20.75,1,Medium,0,0.2570966,0
15,1069.0,42.5,9.5,7.5,0,IN_BOUND,No,Band C2,0,2.65625,0,Medium,0,0.098099,0
1,1069.0,42.5,9.0,8.5,1,OUT_BOUND,No,Band C2,0,21.25,1,Medium,0,0.20251745,0
1,1069.0,42.5,9.0,8.5,1,OUT_BOUND,No,Band C2,0,21.25,1,Medium,0,0.20251745,0
8,1069.0,42.0,8.0,9.5,4,Outbound,No,Band C2,0,4.666666666666667,0,Medium,0,0.2104873,0
5,1069.0,45.0,9.5,9.5,4,Outbound,No,Band C2,0,7.5,0,Medium,0,0.017178996,0
9,1069.0,44.0,8.0,8.5,1,OUT_BOUND,No,Band C2,0,4.4,0,Medium,0,0.115302734,0
9,1069.0,46.0,9.5,9.0,2,IN_BOUND,UnKnown,Band C2,1,4.6,0,Medium,1,0.5601779,1
15,1069.0,45.0,8.0,9.5,5,OUT_BOUND,No,Band C2,0,2.8125,0,Medium,0,0.03020216,0
2,1069.0,42.0,8.0,8.5,1,Outbound,No,Band C2,0,14.0,1,Medium,0,0.11195398,0
3,1069.0,43.5,8.0,9.0,2,Outbound,No,Band C2,0,10.875,1,Medium,0,0.059995506,0
9,1069.0,44.0,8.0,9.5,4,OUT_BOUND,No,Band C2,0,4.4,0,Medium,0,0.07729558,0
3,1069.0,46.0,9.5,9.5,6,Outbound,No,Band C2,0,11.5,1,Medium,0,0.013730782,0
13,1069.0,43.0,8.0,9.5,5,Outbound,No,Band C2,0,3.0714285714285716,0,Medium,0,0.040955957,0
6,1069.0,44.5,8.0,9.0,2,Outbound,No,Band C2,0,6.357142857142857,0,Medium,0,0.048415527,0
3,1069.0,45.0,9.5,8.5,1,Outbound,No,Band C2,0,11.25,1,Medium,0,0.030518448,0
10,1069.0,45.0,9.0,9.5,4,OUT_BOUND,No,Band C2,0,4.090909090909091,0,Medium,0,0.032164853,0
6,1069.0,44.5,9.5,8.5,1,OUT_BOUND,No,Band C2,1,6.357142857142857,0,Medium,1,0.12702921,0
9,1069.0,43.5,8.0,9.0,2,OUT_BOUND,No,Band C2,0,4.35,0,Medium,0,0.090065226,0
2,1069.0,41.0,8.0,8.5,1,OUT_BOUND,No,Band C2,0,13.666666666666666,1,Medium,0,0.2617707,0
3,1069.0,44.5,9.5,9.5,3,OUT_BOUND,No,Band C2,0,11.125,1,Medium,0,0.022705786,0
5,1069.0,45.0,9.5,8.5,1,OUT_BOUND,No,Band C2,0,7.5,0,Medium,0,0.061613977,0
8,1069.0,46.0,9.5,9.0,2,OUT_BOUND,No,Band C2,0,5.111111111111111,0,Medium,0,0.041572165,0
6,1069.0,44.0,8.0,9.5,3,IN_BOUND,No,Band C2,1,6.285714285714286,0,Medium,1,0.079370975,0
5,1069.0,44.5,8.0,9.5,4,OUT_BOUND,No,Band C2,0,7.416666666666667,0,Medium,0,0.037480563,0
3,1069.0,41.5,8.0,9.0,2,OUT_BOUND,No,Band C2,0,10.375,1,Medium,0,0.1971562,0
3,1069.0,43.5,9.5,8.5,1,OUT_BOUND,No,Band C2,0,10.875,1,Medium,0,0.06881623,0
12,1069.0,46.0,9.5,9.0,2,IN_BOUND,No,Band C2,0,3.5384615384615383,0,Medium,0,0.0130977975,0
13,1069.0,46.0,9.5,9.0,2,OUT_BOUND,No,Band C2,0,3.2857142857142856,0,Medium,0,0.031490557,0
2,1069.0,43.0,8.0,8.5,1,IN_BOUND,No,Band C2,0,14.333333333333334,1,Medium,0,0.08302332,0
8,1069.0,44.0,8.0,9.5,3,OUT_BOUND,No,Band C2,0,4.888888888888889,0,Medium,0,0.17224339,0
11,1069.0,45.0,8.0,9.5,3,OUT_BOUND,No,Band C2,0,3.75,0,Medium,0,0.010814867,0
9,1069.0,44.0,9.5,9.0,2,OUT_BOUND,No,Band C2,0,4.4,0,Medium,0,0.13116424,0
11,1069.0,45.0,8.0,9.5,3,IN_BOUND,No,Band C2,0,3.75,0,Medium,0,0.012534995,0
1,1069.0,42.5,8.0,8.5,1,IN_BOUND,No,Band C2,0,21.25,1,Medium,0,0.10277718,0
1,1069.0,42.5,8.0,8.5,1,OUT_BOUND,No,Band C2,0,21.25,1,Medium,0,0.16476457,0
1,1069.0,42.5,8.0,8.5,1,OUT_BOUND,No,Band C2,0,21.25,1,Medium,0,0.16476457,0
1,1069.0,42.5,8.0,8.5,1,OUT_BOUND,No,Band C2,0,21.25,1,Medium,0,0.16476457,0
1,1069.0,43.0,8.0,9.0,2,IN_BOUND,No,Band C2,1,21.5,1,Medium,1,0.09269297,0
9,1069.0,45.0,8.0,9.5,3,OUT_BOUND,No,Band C2,0,4.5,0,Medium,0,0.11531184,0
6,1069.0,43.5,8.0,9.0,2,OUT_BOUND,No,Band C2,0,6.214285714285714,0,Medium,0,0.2155051,0
2,1069.0,42.5,8.0,9.0,2,OUT_BOUND,No,Band C2,0,14.166666666666666,1,Medium,0,0.1550391,0
4,1069.0,42.0,8.0,9.0,2,OUT_BOUND,No,Band C2,0,8.4,0,Medium,0,0.47757664,0
3,1069.0,43.5,9.5,8.5,1,OUT_BOUND,No,Band C2,0,10.875,1,Medium,0,0.06881623,0
2,1069.0,44.0,9.0,8.5,1,OUT_BOUND,No,Band C2,0,14.666666666666666,1,Medium,0,0.098203845,0
6,1069.0,44.0,8.0,9.5,4,OUT_BOUND,No,Band C2,0,6.285714285714286,0,Medium,0,0.0920484,0
1,1069.0,45.0,9.0,9.5,3,Outbound,No,Band C2,0,22.5,1,Medium,0,0.05735936,0
8,1069.0,44.5,9.5,8.5,1,Outbound,No,Band C2,0,4.944444444444445,0,Medium,0,0.030443452,0
2,1469.0,42.5,8.0,9.0,2,Outbound,No,Band E,0,14.166666666666666,1,Medium,0,0.14761636,0
15,1469.0,46.5,9.5,9.5,8,Inbound,No,Band E,0,2.90625,0,Medium,0,0.0131378295,0
15,1469.0,44.5,8.0,9.0,2,Outbound,No,Band E,0,2.78125,0,Medium,0,0.06766991,0
1,1469.0,43.5,8.0,9.0,2,Outbound,No,Band E,0,21.75,1,Medium,0,0.087176,0
6,1469.0,33.0,8.0,7.5,0,OUT_BOUND,No,Band E,0,4.714285714285714,0,Medium,0,0.98755395,1
1,1469.0,43.0,9.5,8.5,1,OUT_BOUND,No,Band E,0,21.5,1,Medium,0,0.017528163,0
1,1469.0,44.0,9.5,8.5,1,IN_BOUND,No,Band E,0,22.0,1,Medium,0,0.02905369,0
2,1469.0,44.0,8.0,9.5,3,OUT_BOUND,No,Band E,0,14.666666666666666,1,Medium,0,0.08188085,0
7,1469.0,44.0,8.0,9.5,3,OUT_BOUND,No,Band E,0,5.5,0,Medium,0,0.1261809,0
3,1469.0,44.5,9.0,8.5,1,Outbound,No,Band E,0,11.125,1,Medium,0,0.049683888,0
2,1469.0,44.0,9.0,9.5,10,Outbound,No,Band E,0,14.666666666666666,1,Medium,0,0.049635958,0
15,1469.0,46.5,9.5,9.5,5,Outbound,No,Band E,1,2.90625,0,Medium,1,0.25382805,0
10,1469.0,44.0,8.0,9.5,20,Outbound,No,Band E,0,4.0,0,Medium,0,0.14092657,0
11,1469.0,45.5,9.5,9.5,7,OUT_BOUND,No,Band E,0,3.7916666666666665,0,Medium,0,0.0054273065,0
7,1469.0,45.5,9.5,9.5,4,IN_BOUND,No,Band E,0,5.6875,0,Medium,0,0.017764116,0
13,1469.0,45.5,9.5,9.5,9,IN_BOUND,No,Band E,0,3.25,0,Medium,0,0.030817512,0
10,1469.0,44.0,8.0,9.5,22,OUT_BOUND,Yes,Band E,0,4.0,0,Medium,0,0.017926116,0
